dataset,question,ground_truth,generated_response,correct,justification
positive,How can I customize the display that my clients see on the device used for payments and forms?,"You can personalize the appearance by choosing between Light or Dark Mode, adding your business logo, and selecting images of your business or Daily Deals to show on the screen.","You can customize the display by going to Settings → Premium Features → PayPro Mini. From there, you can select Light or Dark Mode, add your business logo, choose images for your slideshow (including Daily Deals), and set slide durations. You can also add or remove images, enter slide text, and reorder images as needed. Source: https://support.vagaro.com/hc/en-us/articles/28540233231259-Manage-PayPro-Mini-Settings",True,"The AI's response accurately covers the main points of customization, including Light or Dark Mode, adding a logo, and selecting images, while also providing additional helpful details."
positive,How can I add a Scale element to my form in Vagaro?,"To add a Scale element, go to Forms, select your form or SOAP note, then drag the Scale element into the form designer from Form Elements.","To add a Scale element to your form in Vagaro, go to Forms, select your form or SOAP note, then drag the Scale element into the form designer. Enter a title, choose a scale type, and set it as required if needed. Source: https://support.vagaro.com/hc/en-us/articles/24398222395035-Add-the-Scale-Form-Element",True,The AI's response accurately covers the main steps to add a Scale element and includes additional helpful details.
positive,Does creating or editing my Vagaro components in Vagaro automatically update my MySite?,"No, Vagaro components sync directly with your Vagaro business, so you don't need to update them in MySite. To make changes, you must edit the related settings in your Vagaro account.","Yes, Vagaro components sync directly with your Vagaro business, so any updates made to these components in Vagaro will automatically be reflected on your MySite. Source: https://support.vagaro.com/hc/en-us/articles/35429794470555-MySite-FAQ",False,"The AI's response contradicts the ground truth by stating that updates in Vagaro will automatically reflect on MySite, which is incorrect."
positive,How can I add a separator element to my form in Vagaro?,"To add a separator, go to Forms, select your form or SOAP note, then drag the Separator element into the form designer under Form Elements.","To add a separator element to your form in Vagaro, go to Forms, select your form or SOAP note, then drag the Separator element from Form Elements into the form designer. You can then customize its settings. Source: https://support.vagaro.com/hc/en-us/articles/24398221156251-Add-a-Separator-Form-Element",True,The AI's response accurately conveys the steps to add a separator element and includes additional helpful detail about customizing its settings.
positive,What permissions are needed for an employee to view and modify payroll settings and reports?,"Employees need View access to see payroll settings and reports, and Modify access to change payroll configuration settings, hourly pay, and commission structures.","Employees need View access to payroll settings and reports in the Reports → Employees → Payroll, Payroll Configuration, and Payroll History screens. To modify payroll settings, they require Modify access for changing hourly pay and commission structures. Additionally, to run payroll and mark it as paid, they need Modify access for Ability to Run Own Payroll. For reports, to view and add or rearrange dashboard widgets, they need View access for Ability to Run Own Reports and Ability to Run Others' Reports. Source: https://support.vagaro.com/hc/en-us/articles/18977275541531-Configure-Access-Levels-and-Employee-Permissions",True,"The response accurately outlines the necessary View and Modify access for employees regarding payroll settings and reports, while also providing additional relevant details."
positive,What information can I include in the Appointment Notes section for a scheduled appointment?,"You can include any notes about special requirements, reminders, requests, or comments for the appointment, and attach relevant files, forms, or images.","You can include any notes about special requirements, reminders, requests, or comments for the upcoming appointment. These notes help keep track of relevant details and are not visible to customers. You can also attach files, forms, or images related to the appointment. Source: https://support.vagaro.com/hc/en-us/articles/360010525613-Schedule-Multiple-Appointments-at-Once",True,The AI's response accurately covers the main points of the ground truth answer regarding what can be included in the Appointment Notes section.
positive,How can a business owner collect a failed rent payment from an employee's profile on a computer or tablet?,"To collect a failed rent payment from an employee's profile on a computer or tablet, go to Settings → Employee Profiles, select the employee's profile, then click on Rent Collection. Find the payment with a Failed status, select the Action menu, then choose Collect Payment. Verify the Amount Due, select the payment method (cash, check, or credit card), and click Collect. Refresh the screen to see the payment marked as Paid.","To collect a failed rent payment from an employee's profile on a computer or tablet, go to Settings → Employee Profiles, select the employee's profile, then click on the Rent Collection tab. Find the payment with a Failed status, click the Action menu, and select Collect Payment. Verify the Amount Due, choose the payment method (cash, check, or new credit card), and click Collect. Refresh the screen to see the payment marked as Paid. Source: https://support.vagaro.com/hc/en-us/articles/19361065995675-Collect-Failed-Rent-Payments",True,"The AI's response accurately follows the steps outlined in the ground truth answer, providing the necessary information to help the customer collect a failed rent payment."
positive,What happens to a membership if I cancel it after refunding it in Vagaro?,"If you cancel a membership after refunding it, the membership cannot be reactivated and must be repurchased if the customer wants to be a member again.","If you cancel a membership after refunding it in Vagaro, the membership will be canceled and can no longer be used by the customer. It cannot be reactivated and must be repurchased if the customer wants to become a member again. Source: https://support.vagaro.com/hc/en-us/articles/18791547967515-Refund-a-Membership-and-Membership-Visits",True,"The AI's response accurately conveys that the membership cannot be reactivated and must be repurchased, aligning with the ground truth."
positive,How do new staff members get started with the system after they're invited?,"They receive notifications via email, text, and push alert, guiding them to complete their account setup by confirming their details and creating a password.","After new staff members are invited, they will receive an email, text message, and push notification prompting them to set up their E-Prescribe account. Medical Assistants can simply confirm their basic information and set a password. Providers and doctors must complete additional steps, including Identity Proofing (IDP) and obtaining a token for prescribing controlled substances. Use Google Chrome or Safari for the setup process. Source: https://support.vagaro.com/hc/en-us/articles/41118765054107-Invite-and-Onboard-Doctors-and-Medical-Assistants-to-E-Prescribe",True,"The response accurately describes the notification process and account setup for new staff members, while also providing additional relevant details for different roles."
positive,What is required to enable the Book button on my Instagram business profile using Vagaro?,"You must have an Instagram business account and connect it to your Vagaro account by following the integration steps, including logging into Vagaro and authorizing the connection.",You need an Instagram business account and to connect it with your Vagaro account using the integration process. Source: https://support.vagaro.com/hc/en-us/articles/360005432413-Instagram-Integration,True,"The AI's response accurately captures the main requirement of having an Instagram business account and connecting it to Vagaro, aligning with the ground truth."
positive,What is the recommended process for creating a discount for cash payments in Vagaro?,"First, increase your prices across all services, classes, memberships, and products to cover processing fees. Then, on a computer or tablet, go to Settings → Discounts, create a new discount named 'Discount for Cash,' select all relevant items to group them, and enter a percentage discount equal to your price increase. Finally, apply this preset discount at checkout when a customer pays with cash.","The recommended process involves three steps:

1. Increase your prices across all services, classes, memberships, packages, and inventory items to cover processing fees.
2. Create a preset discount in Vagaro by navigating to Settings → Discounts, selecting New Discount, naming it (e.g., ""Discount for Cash""), and applying a percentage-based discount to all services and classes. Repeat for products if applicable.
3. Apply the preset discount at checkout when a customer pays with cash, either via the Vagaro Pro app or on a computer.

Source: https://support.vagaro.com/hc/en-us/articles/39069593249691-How-to-Offer-a-Discount-for-Cash",True,"The AI's response accurately outlines the process for creating a cash payment discount in Vagaro, covering all essential steps and details."
positive,How can I update a customer's email address on their profile using the Vagaro Pro App?,"Go to Customers, select the customer, tap Edit in the top-right corner, and then update the Email field with the new email address.","To update a customer's email address on their profile using the Vagaro Pro App, go to Customers, select the customer, tap Edit in the top-right corner, then update the email address. Finally, select Save. Source: https://support.vagaro.com/hc/en-us/articles/212228518-Edit-a-Customer-s-Profile",True,The AI's response accurately covers the steps needed to update a customer's email address and includes the important final step of selecting Save.
positive,How can I temporarily stop customers from using a special offer without losing all the related data?,"You should deactivate the discount by toggling it off in the settings, which makes it unavailable without deleting it or losing its information.","You can deactivate the discount by going to Settings → Discounts, then toggle off the switch in the discount’s Active column. This will make the discount temporarily unavailable without deleting it or losing related data. Source: https://support.vagaro.com/hc/en-us/articles/4412244402331-View-and-Manage-Your-Discounts-and-Promo-Codes",True,"The AI's response accurately explains how to deactivate the discount while preserving related data, aligning with the ground truth."
positive,How can I log into my Vagaro account using the Vagaro app on my mobile device?,"Open the Vagaro app, select Profile in the bottom-right corner, enter your Username or Email and Password, then select Login. If needed, you can also sign in with Facebook, Google, or Apple, and complete verification if prompted.","To log into your Vagaro account using the Vagaro app on your mobile device, download the Vagaro app, open it, tap Profile in the bottom-right corner, enter your Username or Email and Password, then select Login. If needed, you can also sign in with Facebook, Google, or Apple. Source: https://support.vagaro.com/hc/en-us/articles/1260806204090-Log-In-to-Your-Vagaro-Account",True,"The AI's response accurately covers the steps to log into the Vagaro app and includes the option to sign in with social media, aligning with the ground truth."
positive,How can I temporarily remove someone from the upcoming payment cycle without firing them?,"You can exclude them from the current pay period using the payroll report, which will grey out their row and prevent their payment from being processed this cycle.","You can temporarily remove an employee from the upcoming payment cycle by skipping them in the payroll report. Go to Reports → Payroll, select the Payroll Closing Date, choose the employee, and then select ""Skip Employee"" from the Action menu. To add them back later, select ""Unskip Employee."" Source: https://support.vagaro.com/hc/en-us/articles/24718114838683-Skip-or-Exclude-an-Employee-from-Payroll",True,The AI's response accurately explains how to temporarily remove an employee from the payment cycle and provides additional details on how to add them back later.
positive,How can I pick a different date or time for a future session if I want to change my plans?,You can select a new start date and choose from available class times based on your location or a different city if you prefer a different schedule.,I don't have enough information to answer that confidently.,False,The AI's response fails to address the customer's question about changing the date or time for a future session.
positive,How can I include a customer's name in my lost customer text campaign message?,You can select the 'Insert First Name' or 'Insert First & Last' option in the campaign builder to automatically include the customer's name in your message.,"You can include a customer's name in your lost customer text campaign message by selecting the ""Insert First Name"" or ""Insert First & Last"" option in the campaign builder. The system will automatically insert the customer's name into the message when sent. Source: https://support.vagaro.com/hc/en-us/articles/26168603819547-Reclaim-Lost-Customers-with-a-Text-Campaign",True,"The AI's response accurately conveys the method for including a customer's name in the text campaign message, matching the ground truth."
positive,How can I delete a payroll that has been marked as 'Paid' using the Vagaro Pro App?,"To delete a paid payroll using the Vagaro Pro App, go to More → Reports → Employees → Payroll History, select the payroll period in the Filters list, generate the report, then tap the Filters button at the top, and select Delete below the Payroll Period list. Confirm the deletion in the popup.","To delete a payroll marked as ""Paid"" using the Vagaro Pro App, go to More → Reports → Employees → Payroll History. Select the payroll period, generate the report, then tap the Filters button at the top. A Delete button will appear below the Payroll Period list. Tap Delete, confirm in the popup, and the payroll will be deleted. Source: https://support.vagaro.com/hc/en-us/articles/115003990314-Payroll-History-Report",True,"The AI's response accurately outlines the steps to delete a paid payroll in the Vagaro Pro App, matching the central idea of the ground truth answer."
positive,How can I sign up for a Vagaro workshop through Vagaro University?,"To sign up for a Vagaro workshop, go to Vagaro University at mysite.vagaro.com/vagarouniversity, select 'Workshops' at the top of the screen, under 'Live/Upcoming' click 'Register Now' for your preferred workshop, choose the session, and then fill out the registration form to complete your sign-up.","To sign up for a Vagaro workshop through Vagaro University, go to mysite.vagaro.com/vagarouniversity, select ""Workshops"" at the top of the screen, find the upcoming workshop you want to attend, and click ""Register Now."" Choose the session, fill out the registration details, and complete the process. Source: https://support.vagaro.com/hc/en-us/articles/360001580613-Vagaro-Resources-Training",True,"The AI's response accurately covers the steps needed to sign up for a Vagaro workshop, aligning closely with the ground truth answer."
positive,How can I connect my Vagaro account with other tools to automate updates without manually entering data?,"You can use APIs and webhooks to programmatically link your Vagaro account with external systems, enabling real-time notifications and automated workflows.","You can use Vagaro's APIs and webhooks to programmatically connect your account with external systems, enabling automated workflows and real-time data syncing. Starting at $10, these tools allow you to automate updates without manual data entry. Source: https://support.vagaro.com/hc/en-us/articles/22781768988187-Vagaro-Plans-Pricing-and-Premium-Features",True,The AI's response accurately conveys the central idea of using APIs and webhooks for automation and includes relevant details about pricing.
positive,What file formats are supported for uploading images to use with the Vagaro Markup Editor?,"The supported file formats are .jpg, .png, and .gif.","The supported file formats for uploading images to use with the Vagaro Markup Editor are .jpg, .png, and .gif. Source: https://support.vagaro.com/hc/en-us/articles/11954030441115-Vagaro-Markup-Editor",True,The AI's response accurately lists the supported file formats and provides a source for verification.
positive,What must I do to restore a deleted employee's appointments in Vagaro?,"To restore a deleted employee's appointments, you need to contact support and pay a one-time restoration fee of $50.","To restore a deleted employee's appointments, you need to contact Vagaro support and pay a one-time restoration fee of $50. Source: https://support.vagaro.com/hc/en-us/articles/35899760858907-Restore-Deleted-Employees",True,"The AI's response accurately conveys the necessary steps to restore a deleted employee's appointments, including contacting support and the associated fee."
positive,"If I decide to stop sharing customer details across my locations, will the customers who made purchases at multiple sites still be linked in the system?","Yes, if a shared customer has made a purchase at another business in the group, their profile will remain linked even after customer sharing is turned off.","If you stop sharing customer details, customers who made purchases at multiple sites will still be linked if they are shared as a shared customer profile. However, turning off sharing will remove shared customers from other locations unless they have made a purchase at the location you're removing. In that case, their profile will remain linked. Source: https://support.vagaro.com/hc/en-us/articles/7515489788187-Share-Information-Between-Multi-Location-Businesses",False,"The AI's response incorrectly states that turning off sharing will remove shared customers from other locations, which contradicts the ground truth."
positive,"If I move my clients' details to a different account, will their information be erased from my current setup?","No, when customer data is copied over, it remains in your original system while also being available in the new account.","When you move your clients' details to a different account, the data that is moved will be deleted from your current setup. However, any data that is copied over remains unchanged in your original account. Source: https://support.vagaro.com/hc/en-us/articles/4403315263643-Vagaro-to-Vagaro-Import-FAQ",False,"The AI's response contradicts the ground truth by stating that the data will be deleted from the current setup, which is incorrect."
positive,How can I require customers to have a membership before checking in at a Vagaro kiosk?,"To require customers to have a membership when checking in, go to the Check-In app's settings, select 'Membership Required to Check-In,' toggle it on, and optionally enter a message for inactive memberships. This will prompt customers that a membership is required and they must purchase or renew it at the kiosk before checking in.","To require customers to have a membership before checking in at a Vagaro kiosk, go to the Check-In app's settings, select the Settings icon, log in, then go to Settings → Premium Features → Check-In App. Enable the ""Membership Required to Check-In"" setting and toggle it on. You can also enter a message for customers with inactive memberships. This will prompt customers that a membership is required and they must purchase or renew it at the kiosk before checking in. Source: https://support.vagaro.com/hc/en-us/articles/360019833193-Require-Customer-Memberships-to-Book-at-Check-In-App-Kiosks",True,The AI's response accurately describes the steps to require a membership for check-in and includes additional details about navigating the settings.
positive,How do I share customer profiles between locations in my multi-location Vagaro setup?,"Go to Settings → Business → Multi-Location, select the group to edit, toggle on Share Customers, choose the locations to sync from the Sync Customers from menu, select the customer information to sync, and then click Save.","To share customer profiles between locations in your multi-location setup, go to Settings → Business → Multi-Location. Select the group you want to edit, toggle on Share Customers, then choose the locations to sync from the Sync Customers from menu. Finally, select Save. Source: https://support.vagaro.com/hc/en-us/articles/26308416978459-Set-Up-Connect-by-Vagaro-for-Multi-Location-Businesses",True,"The AI's response accurately covers the steps needed to share customer profiles between locations, aligning with the ground truth answer."
positive,How can I update my profile photo in the Vagaro app?,"In the Vagaro app, go to your Profile screen, select 'Choose a file,' then select a photo from your Camera or Files to add or update your profile photo.","To update your profile photo in the Vagaro app, select the Profile Icon at the bottom of the screen, then choose ""Choose a file"" to select a new photo from your Camera or Files. You can also delete your existing photo and upload a new one. Don't forget to save your changes. Source: https://support.vagaro.com/hc/en-us/articles/115003183914-Edit-Your-Customer-Profile-for-Customers-of-a-Vagaro-Business",True,The AI's response accurately describes the steps to update the profile photo and includes additional helpful details about deleting the existing photo and saving changes.
positive,How can I prevent new customers from booking online with my salon?,"To block new customers from booking online, go to Online Appointment Rules, then under the Booking heading, toggle on 'Block New Customers from Online Booking' and select the employees who will not accept new customer appointments, then save your changes.","To prevent new customers from booking online, go to Settings → Online Appointment Rules, then toggle on ""Block New Customers from Online Booking."" You can also select specific employees who will not accept new customer bookings. Source: https://support.vagaro.com/hc/en-us/articles/19065503469595-Block-New-Customers-from-Booking-Online",True,"The AI's response accurately conveys the steps needed to block new customers from booking online, aligning with the ground truth answer."
positive,How can I make sure my new staff member's bank account details are correct before I start paying them through direct deposit?,"Your employee will need to check their bank statement for two small transactions we send to verify ownership, and then you will enter those amounts into the system for confirmation.","To verify your new staff member's bank account details before paying through direct deposit, they need to check their bank statement for two micro transactions amounts that Vagaro will deposit into their account. They must then enter these amounts in the Verify Bank Account screen to confirm ownership. This process typically takes three business days. Source: https://support.vagaro.com/hc/en-us/articles/21475805714075-Add-an-Employee-to-Your-Payroll",True,"The AI's response accurately describes the process of verifying bank account details through micro transactions and includes relevant details about entering the amounts, which aligns with the ground truth."
positive,What are the iPhone model and iOS version requirements to use Tap to Pay with Vagaro?,"Tap to Pay requires an iPhone XS or later running iOS 16.7 or later, with updating to the latest iOS version recommended for best performance.","To use Tap to Pay with Vagaro, your iPhone must be an iPhone XS or later and running iOS 16.7 or later. Updating to the latest iOS version is recommended for optimal performance. Source: https://support.vagaro.com/hc/en-us/articles/23139000838299-Tap-to-Phone-on-iPhone-Australia-and-the-United-Kingdom",True,"The AI's response accurately conveys the iPhone model and iOS version requirements for using Tap to Pay with Vagaro, along with the recommendation for updating to the latest iOS version."
positive,How many Google Calendars can I sync with Vagaro at the same time?,You can only link and sync one Google Calendar with Vagaro at a time.,You can only link and sync one Google Calendar with Vagaro at a time. Source: https://support.vagaro.com/hc/en-us/articles/31275501148699-Sync-Vagaro-with-Google-Calendar,True,The AI's response accurately reflects the ground truth answer regarding the limitation of syncing Google Calendars with Vagaro.
positive,What should I do if I want to verify my bank account during the Plaid verification process but my bank is not supported?,"If your bank is not supported for deposits with Vagaro, you need to change the bank in your Merchant Account after setting up deposits with an unsupported bank.",I don't have enough information to answer that confidently.,False,The AI's response does not address the customer's question and fails to provide any guidance on what to do if their bank is not supported.
positive,Where will my Daily Deal be visible once it's approved?,"Once approved, the Daily Deal appears on the Vagaro Marketplace, your Vagaro Listing Page, and MySite.","Once approved, your Daily Deal will be visible on the Vagaro Marketplace, your Vagaro Listing Page, and MySite, increasing your business's visibility. Source: https://support.vagaro.com/hc/en-us/articles/204254384-Create-a-Daily-Deal-for-Services-Classes",True,The AI's response accurately conveys where the Daily Deal will be visible after approval and adds helpful context about increasing business visibility.
positive,How can I see how much each team member earned from sales over a certain period?,"You can run the Employee Sales report, select the desired date range, and view the details for each employee's sales, tips, taxes, and fees collected during that time.","You can run the Employee Sales report to see how much each team member earned from sales over a specific period. Select Reports → Sales, set your desired date range, and apply any filters if needed. The report will show sales figures for each employee, including services, products, memberships, and more. Source: https://support.vagaro.com/hc/en-us/articles/360000409134-Run-the-Employee-Sales-Report",True,The AI's response accurately describes how to access the Employee Sales report and provides additional details about the information included in the report.
positive,How can I add a Date and Time element to my form in Vagaro?,"Go to Forms, create or edit a form, drag the Choose One element into the form designer, then set the Date Options to include Date, Time, Date and Time, or Date Range.","To add a Date and Time element to your form in Vagaro, go to Forms, create or edit a form, drag the Choose One element into the form designer, and then select the Date Options to require Date, Time, Date and Time, or Date Range. Publish your form when ready. Source: https://support.vagaro.com/hc/en-us/articles/24398221576603-Add-the-Date-and-Time-Element",True,"The AI's response accurately covers the steps to add a Date and Time element to the form in Vagaro, including the necessary options and the action of publishing the form."
positive,How can I change the layout of my popup to have the message appear horizontally or vertically?,"In your Pop-Up settings, next to Layout, you can choose between Horizontal and Vertical configurations, which will change how your message appears and whether the image is at the top or side.","To change the layout of your popup, go to your Pop-Up settings, next to Layout, and select either Horizontal or Vertical. This will adjust how your message appears and the placement of the image. Source: https://support.vagaro.com/hc/en-us/articles/26034492181787-MySite-Create-Popups-and-Subscribe-to-Mailing-List-Forms",True,The AI's response accurately explains how to change the layout of the popup and the effect of the selection on the message and image placement.
positive,What happens during the first sync of a flagship's settings to other locations?,"During the first sync, the flagship's settings override the same settings at all other locations, regardless of whether those settings are locked or unlocked.","During the first sync of a flagship's settings to other locations, the system will override the same settings at all other locations, regardless of whether those settings are locked or unlocked. This means the flagship's settings will replace existing ones at the synced locations. Source: https://support.vagaro.com/hc/en-us/articles/19644014118939-Multi-Location-Flagship-Syncing",True,"The AI's response accurately conveys the main point that the flagship's settings will override existing settings at all other locations, aligning with the ground truth."
negative,How do I add selectable options to the Choose One element in my form?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/19868791961883-Send-Brand-Level-Marketing-Campaigns-to-All-Customers,True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,How can I add a new image to a class using a computer or tablet?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. The provided article focuses on restricting employee access to Connect by Vagaro and does not cover adding images to classes. Source: https://support.vagaro.com/hc/en-us/articles/26294654932763-Control-Employee-Access-to-Connect-by-Vagaro,True,The AI correctly refused to answer the question by stating it did not have enough information and noted the irrelevance of the provided context.
positive,How can I import my existing product list into Vagaro?,"You can import your existing product list into Vagaro by organizing it in an Excel file and emailing it to support@vagaro.com. If you have no products added yet, Vagaro also provides an example Excel file on the Inventory Management screen to assist with the import.","To import your existing product list into Vagaro, organize your products in an Excel file and email it to support@vagaro.com. Vagaro also provides an example Excel file on the Inventory Management screen to assist with the import. Source: https://support.vagaro.com/hc/en-us/articles/16713434779291-Add-a-Product-to-Sell-In-House",True,The AI's response accurately conveys the main steps for importing a product list into Vagaro and includes the helpful detail about the example Excel file.
negative,How can I get my client to complete a questionnaire without them needing to come into the salon?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer by stating it doesn't have enough information.
positive,Where can employees and contractors find their paystubs and tax forms in Vagaro Payroll?,"Employees and contractors can download their paystubs, tax forms, and other documents in their Employee Profile on the Payroll tab under the Documents heading.","Employees and contractors can download their paystubs, tax forms, and other documents in their Employee Profile on the Payroll tab under the Documents heading. Source: https://support.vagaro.com/hc/en-us/articles/34800129419675-Vagaro-Payroll-FAQ",True,The AI's response accurately reflects the ground truth answer and provides the same essential information.
negative,On which views can I use the Pinch to Zoom gesture in the Vagaro Pro app?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/35900291870747-Restore-Deleted-Information-and-Files,True,The AI correctly refused to answer the question due to a lack of relevant information in the provided context.
negative,How can I delete customer profiles using the Vagaro Pro app?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/204347110-Cancel-or-Pause-Your-Vagaro-Subscription,True,The AI correctly refused to answer the question about deleting customer profiles by stating it didn't have enough information.
negative,How can I deactivate a package for all customers in Vagaro?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/360045245453-Manage-Services-and-Packages,True,The AI correctly refused to answer the question about deactivating a package by stating it doesn't have enough information.
negative,Why should I avoid changing the description of a Vagaro Class?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/25141067746587-Update-a-Time-Off-Policy,True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,Who is authorized to change an employee's security question and password in Vagaro?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/115003453607-Manage-Your-Account,True,The AI correctly refused to answer the question about changing an employee's security question and password by stating it didn't have enough information.
negative,How do I create a new partial-use product in Vagaro using a GS1 QR code on a mobile device?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/115005045413-Invite-Customers-to-Your-Vagaro-Listing-Page,True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,What details are shown for each employee in the Employee Payroll tab on a phone?,I don't have enough information to answer that confidently.,"I don't have enough information to answer that confidently.  
Source: https://support.vagaro.com/hc/en-us/articles/4402559712283-Australia-Activate-Credit-Card-Processing",True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,How can I add cleanup time to a service bundle on a computer?,I don't have enough information to answer that confidently.,"I don't have enough information to answer that confidently. The provided article focuses on responding to customer reviews and does not mention adding cleanup time to a service bundle. Please refer to Vagaro's service management settings or contact support for specific instructions. 

Source: https://support.vagaro.com/hc/en-us/articles/4405382006299-Respond-to-Customer-Reviews",True,The AI correctly refused to answer the question by stating it did not have enough information and pointed out the irrelevance of the provided context.
negative,How can I preview my Vagaro MySite before publishing it live?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,How can I find out if I still have a spot reserved on a salon's waiting list?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer the question about the salon's waiting list due to insufficient relevant information.
negative,How do I finalize and submit my payroll in Gusto after syncing it from Vagaro?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us,True,The AI correctly refused to answer due to a lack of relevant information regarding payroll submission in Gusto.
negative,What type of information must be encrypted using Vagaro's PGP public key before sending it to Vagaro during data import?,I don't have enough information to answer that confidently.,"I don't have enough information to answer that confidently.  
Source: <https://support.vagaro.com/hc/en-us/articles/360058393031-How-to-Use-PGP-Encryption-for-Data-Import>",True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,How can I block off days when an employee doesn't work using Vagaro on a computer?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,"The AI correctly refused to answer the question about blocking off days for an employee in Vagaro, indicating a lack of sufficient information."
negative,How can I filter the Customer List Report to show customers who have booked a specific service or class?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. The provided article does not cover filtering the Customer List Report by specific service or class bookings. Source: https://support.vagaro.com/hc/en-us/articles/360057834174-Create-Daily-Deals-for-Gift-Cards,True,The AI correctly refused to answer by stating it did not have enough information and noted the irrelevance of the provided article.
negative,How can I make my blog post more appealing and easier to find for visitors?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,"The AI correctly refused to answer the question about improving a blog post's appeal, indicating a lack of relevant information."
negative,How can I add or update my profile photo on the Vagaro app?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/18977250687643-Add-a-New-Customer-Profile,True,"The AI correctly refused to answer the question about updating a profile photo on the Vagaro app, indicating a lack of sufficient information."
negative,What do I need to do if I want to check in at a place that uses Vagaro without talking to anyone?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer due to a lack of relevant information.
negative,What are the eligibility requirements for a small business to qualify for Vagaro Capital in Canada?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/360003913334-View-Your-Memberships-for-Customers-of-a-Vagaro-Business,True,The AI correctly refused to answer the question about Vagaro Capital eligibility by stating it didn't have enough information.
negative,How can I move a component to a different location on my MySite page?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Please refer to Vagaro's support resources or contact support for specific instructions on customizing your MySite page layout. Source: https://support.vagaro.com/hc/en-us/articles/44263218471323-Create-Your-Vagaro-Business-Account,True,The AI correctly refused to answer by stating it doesn't have enough information and directed the customer to relevant support resources.
negative,How can a customer specify a tip amount when paying with a credit card using Vagaro on a computer?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. Source: https://support.vagaro.com/hc/en-us/articles/204347990-Change-Your-Account-Email,True,"The AI correctly refused to answer the question about specifying a tip amount, indicating a lack of relevant information."
negative,How can I save a client's completed paperwork from their profile to share with my team or send to the client?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer by stating it doesn't have enough information.
negative,How can I remove an attendee from a class session using the Vagaro Pro App?,I don't have enough information to answer that confidently.,"I don't have enough information to answer that confidently. The provided article explains removing team members from a group chat, not removing attendees from a class session. Source: https://support.vagaro.com/hc/en-us/articles/26168609871131-Remove-Team-Members-From-a-Group-Chat",True,The AI correctly refused to answer by stating it did not have enough information and clarified the relevance of the provided context.
negative,How can I view my Vagaro listing page on a mobile device?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer the question due to a lack of relevant information.
negative,How can I log into my Vagaro account using the Vagaro app on a mobile device?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently. The provided article focuses on relaunching the hardware setup guide for Pay Desk devices and does not include login instructions for the Vagaro app on mobile devices. Source: https://support.vagaro.com/hc/en-us/articles/360051763733-Relaunch-the-Pay-Desk-Hardware-Setup-Guide-to-Connect-Vagaro-Products,True,The AI correctly refused to answer the question by stating it did not have enough information and explained the relevance of the provided context.
negative,How can I refund a specific transaction from a customer's appointment history using the Vagaro Pro App?,I don't have enough information to answer that confidently.,I don't have enough information to answer that confidently.,True,The AI correctly refused to answer due to a lack of relevant information regarding the refund process.
